STRUCTURE,STRUCTURE_ID,ACTION,LEI,LEGAL_NAME,COUNTRY_INCORPORATION,COUNTRY_HEADQUARTERS,CATEGORY,SUBCATEGORY,LEGAL_FORM,POSTAL_CODE
datastructure,MD:LEI_DATA(1.0),I,097900BIMR0000182010,"PIXEL ART LAB, s.r.o.",SK,SK,GENERAL,,VSZS,841 03
datastructure,MD:LEI_DATA(1.0),I,097900BIMS0000182252,Ella Solutions j.s.a.,SK,SK,GENERAL,,D18J,010 04
datastructure,MD:LEI_DATA(1.0),I,097900BIMS0000182349,"eROBOT, j.s.a.",SK,SK,GENERAL,,D18J,089 01
datastructure,MD:LEI_DATA(1.0),I,097900BIMS0000182446,"LikoSpol, a.s.",SK,SK,GENERAL,,2EEG,821 09
datastructure,MD:LEI_DATA(1.0),I,097900BIMT0000112945,Slovenská kancelária poisťovateľov,SK,SK,GENERAL,,SIRY,826 58
datastructure,MD:LEI_DATA(1.0),I,097900BIMT0000182591,"RS Slovensko, s. r. o.",SK,SK,GENERAL,,VSZS,811 09
datastructure,MD:LEI_DATA(1.0),I,097900BIMU0000182736,STUDIAL IN s.r.o.,SK,SK,GENERAL,,VSZS,841 10
datastructure,MD:LEI_DATA(1.0),I,097900BIMU0000182833,Monly j. s. a.,SK,SK,GENERAL,,D18J,84106
datastructure,MD:LEI_DATA(1.0),I,097900BIMU0000182930,"APEX Services, s.r.o.",SK,SK,GENERAL,,VSZS,811 04
datastructure,MD:LEI_DATA(1.0),I,097900BIMV0000183075,VacuumLabs Holding j.s.a.,SK,SK,GENERAL,,D18J,811 09
datastructure,MD:LEI_DATA(1.0),I,097900BJB30000185397,"WINFA, s.r.o.",SK,SK,GENERAL,,VSZS,917 01
datastructure,MD:LEI_DATA(1.0),I,097900BJB40000185445,"Sweety, s.r.o.",SK,SK,GENERAL,,VSZS,080 01
datastructure,MD:LEI_DATA(1.0),I,097900BJB40000185542,"CASH - INVEST TRADE, s.r.o.",SK,SK,GENERAL,,VSZS,080 01
datastructure,MD:LEI_DATA(1.0),I,097900BJB50000185687,FRIMAS spol. s r.o.,SK,SK,GENERAL,,VSZS,926 01
datastructure,MD:LEI_DATA(1.0),I,097900BJB60000185735,ADATE RD s.r.o.,CZ,CZ,GENERAL,,9HLU,644 00
datastructure,MD:LEI_DATA(1.0),I,097900BJBD0000183193,"KIKA DRINKS, j.s.a.",SK,SK,GENERAL,,D18J,080 05
datastructure,MD:LEI_DATA(1.0),I,097900BJBD0000183290,ePORT s.r.o.,SK,SK,GENERAL,,VSZS,821 04
datastructure,MD:LEI_DATA(1.0),I,097900BJBF0000183386,LUSET s.r.o.,SK,SK,GENERAL,,VSZS,017 01
datastructure,MD:LEI_DATA(1.0),I,097900BJBH0000183482,"Dactos, s. r. o.",SK,SK,GENERAL,,VSZS,831 03
datastructure,MD:LEI_DATA(1.0),I,097900BJBI0000183530,FUMBI QI j. s. a.,SK,SK,GENERAL,,D18J,811 02
datastructure,MD:LEI_DATA(1.0),I,097900BJBJ0000183675,"CHEMES, a.s. Humenné",SK,SK,GENERAL,,2EEG,066 33
datastructure,MD:LEI_DATA(1.0),I,097900BJBK0000183723,Medimex SLOVAKIA s.r.o.,SK,SK,GENERAL,,VSZS,821 04
datastructure,MD:LEI_DATA(1.0),I,097900BJBL0000183868,AlphaNet Partners s.r.o.,SK,SK,GENERAL,,VSZS,811 04
datastructure,MD:LEI_DATA(1.0),I,097900BJBL0000183965,"HYDREX HOLDING, a.s.",SK,SK,GENERAL,,2EEG,811 08
datastructure,MD:LEI_DATA(1.0),I,097900BJBO0000184012,"ORION TIP SK, a.s.",SK,SK,GENERAL,,2EEG,058 01
datastructure,MD:LEI_DATA(1.0),I,097900BJBQ0000184108,"ARZ, s.r.o.",SK,SK,GENERAL,,VSZS,031 01
datastructure,MD:LEI_DATA(1.0),I,097900BJBR0000184253,"NICHOLTRACKT, s.r.o.",SK,SK,GENERAL,,VSZS,984 01
datastructure,MD:LEI_DATA(1.0),I,097900BJBS0000184398,"Palamiso, s.r.o.",SK,SK,GENERAL,,VSZS,841 03
datastructure,MD:LEI_DATA(1.0),I,097900BJBS0000184495,Xamble Technologies s. r. o.,SK,SK,GENERAL,,VSZS,821 03
datastructure,MD:LEI_DATA(1.0),I,097900BJBV0000184542,"FORAL Invest, a.s.",SK,SK,GENERAL,,2EEG,911 01
datastructure,MD:LEI_DATA(1.0),I,097900BJBV0000184639,"PD Veľká Hradná, a.s.",SK,SK,GENERAL,,2EEG,913 24
datastructure,MD:LEI_DATA(1.0),I,097900BJBV0000184736,AA Group Slovakia s.r.o.,SK,SK,GENERAL,,VSZS,821 07
datastructure,MD:LEI_DATA(1.0),I,097900BJBV0000184833,"LittleLane, a.s.",SK,SK,GENERAL,,2EEG,821 05
datastructure,MD:LEI_DATA(1.0),I,097900BJBW0000184978,"EZ funding, s.r..o.",SK,SK,GENERAL,,VSZS,851 10
datastructure,MD:LEI_DATA(1.0),I,097900BJBX0000185026,"Mlynek & Co. Holding, j.s.a.",SK,SK,GENERAL,,D18J,900 81
datastructure,MD:LEI_DATA(1.0),I,097900BJBY0000185171,"Invest4Life, o.c.p., a.s.",SK,SK,GENERAL,,2EEG,911 05
datastructure,MD:LEI_DATA(1.0),I,097900BJBZ0000185219,InoBat j.s.a.,SK,SK,GENERAL,,D18J,811 02
datastructure,MD:LEI_DATA(1.0),I,097900BJC10000188788,FUERGY Industries j. s. a.,SK,SK,GENERAL,,D18J,821 09
datastructure,MD:LEI_DATA(1.0),I,097900BJC10000188885,"RIGHT POWER SOLUTIONS, s.r.o.",SK,SK,GENERAL,,VSZS,010 01
datastructure,MD:LEI_DATA(1.0),I,097900BJCF0000185858,Auri Management k.s.,SK,SK,GENERAL,,KB52,821 09
datastructure,MD:LEI_DATA(1.0),I,097900BJCF0000185955,IPM GF V j.s.a.,SK,SK,GENERAL,,D18J,811 02
datastructure,MD:LEI_DATA(1.0),I,097900BJCG0000186003,AXE Capital Group SE,SK,SK,GENERAL,,BUMI,040 01
datastructure,MD:LEI_DATA(1.0),I,097900BJCI0000186293,ELAMONT a.s.,SK,SK,GENERAL,,2EEG,831 01
datastructure,MD:LEI_DATA(1.0),I,097900BJCI0000186390,"ADVOKÁTSKA KANCELÁRIA SLIVKA & LEČKOVÁ, s.r.o.",SK,SK,GENERAL,,VSZS,821 09
datastructure,MD:LEI_DATA(1.0),I,097900BJCL0000186437,"SKY - ECO, s.r.o.",SK,SK,GENERAL,,VSZS,831 02
datastructure,MD:LEI_DATA(1.0),I,097900BJCL0000186534,NEXALTIC Capital s. r. o.,SK,SK,GENERAL,,VSZS,851 02
datastructure,MD:LEI_DATA(1.0),I,097900BJCL0000186631,"UNIVERSUM-INVEST HOUSE, s.r.o.",SK,SK,GENERAL,,VSZS,974 01
datastructure,MD:LEI_DATA(1.0),I,097900BJCM0000186776,"Nová Nitra I, a. s.",SK,SK,GENERAL,,2EEG,811 08
datastructure,MD:LEI_DATA(1.0),I,097900BJCM0000186873,"Banská obchodná a stavebná spoločnosť, s.r.o.",SK,SK,GENERAL,,VSZS,971 01
datastructure,MD:LEI_DATA(1.0),I,097900BJCN0000186921,JUST Credit j.s.a.,SK,SK,GENERAL,,D18J,811 03
datastructure,MD:LEI_DATA(1.0),I,097900BJCN0000187018,"Albéa Slovakia, s.r.o.",SK,SK,GENERAL,,VSZS,811 06
datastructure,MD:LEI_DATA(1.0),I,097900BJCN0000187115,ETS TRADING j.s.a.,SK,SK,GENERAL,,D18J,841 02
datastructure,MD:LEI_DATA(1.0),I,097900BJCN0000187212,ETS SLOVAKIA j.s.a.,SK,SK,GENERAL,,D18J,841 02
datastructure,MD:LEI_DATA(1.0),I,097900BJCN0000187309,Cronos Invest j.s.a.,SK,SK,GENERAL,,D18J,960 01
datastructure,MD:LEI_DATA(1.0),I,097900BJCO0000187454,"Pečivárne Lipt.Hrádok, s.r.o.",SK,SK,GENERAL,,VSZS,033 01
datastructure,MD:LEI_DATA(1.0),I,097900BJCP0000187502,ENIQUE Energy s.r.o.,CZ,CZ,GENERAL,,9HLU,110 00
datastructure,MD:LEI_DATA(1.0),I,097900BJCR0000187695,Pinkfreedom s.r.o. v likvidácii,SK,SK,GENERAL,,VSZS,965 01
datastructure,MD:LEI_DATA(1.0),I,097900BJCS0000187743,ZWIRN area s.r.o.,SK,SK,GENERAL,,VSZS,821 08
datastructure,MD:LEI_DATA(1.0),I,097900BJCU0000187839,GOLSTROJ-SM s.r.o.,SK,SK,GENERAL,,VSZS,962 12
datastructure,MD:LEI_DATA(1.0),I,097900BJCU0000187936,"DOLFIN, spol. s r.o.",SK,SK,GENERAL,,VSZS,851 01
datastructure,MD:LEI_DATA(1.0),I,097900BJCV0000188081,"CEVO, s. r. o.",SK,SK,GENERAL,,VSZS,831 01
datastructure,MD:LEI_DATA(1.0),I,097900BJCZ0000188370,"Glamour Slovakia, a.s.",SK,SK,GENERAL,,2EEG,974 05
datastructure,MD:LEI_DATA(1.0),I,097900BJCZ0000188564,"ePERSPEKTA, s.r.o.",SK,SK,GENERAL,,VSZS,831 01
datastructure,MD:LEI_DATA(1.0),I,097900BJD00000191548,BGM INTERNATIONAL s.r.o.,SK,SK,GENERAL,,VSZS,924 00
datastructure,MD:LEI_DATA(1.0),I,097900BJD30000191692,"Glick, a. s.",SK,SK,GENERAL,,2EEG,841 04
datastructure,MD:LEI_DATA(1.0),I,097900BJD40000191740,POĽNO VTÁČNIK a.s.,SK,SK,GENERAL,,2EEG,972 42
datastructure,MD:LEI_DATA(1.0),I,097900BJD40000191837,"Indexový globálny dôchodkový fond UNIQA d.d.s., a.s., príspevkový d.d.f.",SK,SK,FUND,,7EG2,851 01
datastructure,MD:LEI_DATA(1.0),I,097900BJD60000191933,"PROFITECH SLOVAKIA, spol. s r. o.",SK,SK,GENERAL,,VSZS,811 08
datastructure,MD:LEI_DATA(1.0),I,097900BJDB0000188914,"GREATregister.org, j.s.a.",SK,SK,GENERAL,,D18J,080 05
datastructure,MD:LEI_DATA(1.0),I,097900BJDF0000189106,"Fram Capital Invest, a.s.",CZ,CZ,GENERAL,,6CQN,120 00
datastructure,MD:LEI_DATA(1.0),I,097900BJDG0000189251,"OMEGA - REALITY, a.s.",SK,SK,GENERAL,,2EEG,036 01
datastructure,MD:LEI_DATA(1.0),I,097900BJDG0000189348,"NICOLS CAPITAL, s.r.o.",SK,SK,GENERAL,,VSZS,082 32
datastructure,MD:LEI_DATA(1.0),I,097900BJDH0000189493,"SIXTH SENSE, s.r.o.",SK,SK,GENERAL,,VSZS,851 10
datastructure,MD:LEI_DATA(1.0),I,097900BJDH0000189590,"ETERNAL TRADE, s. r. o.",SK,SK,GENERAL,,VSZS,831 06
datastructure,MD:LEI_DATA(1.0),I,097900BJDH0000189687,Leama j.s.a.,SK,SK,GENERAL,,D18J,066 01
datastructure,MD:LEI_DATA(1.0),I,097900BJDI0000189735,Obec Ďanová,SK,SK,RESIDENT_GOVERNMENT_ENTITY,LOCAL_GOVERNMENT,L9WT,038 42
datastructure,MD:LEI_DATA(1.0),I,097900BJDL0000189879,COVER Invest j. s. a.,SK,SK,GENERAL,,D18J,956 12
datastructure,MD:LEI_DATA(1.0),I,097900BJDL0000189976,AAH Park Topoľčany j.s.a.,SK,SK,GENERAL,,D18J,956 17
datastructure,MD:LEI_DATA(1.0),I,097900BJDM0000190024,Seky IT s.r.o.,SK,SK,GENERAL,,VSZS,821 08
datastructure,MD:LEI_DATA(1.0),I,097900BJDN0000190169,"HB Reavis Investment Management správ. spol., a. s.",SK,SK,GENERAL,,2EEG,821 09
datastructure,MD:LEI_DATA(1.0),I,097900BJDO0000190217,ARÉNA Pezinok s. r. o.,SK,SK,GENERAL,,VSZS,811 09
datastructure,MD:LEI_DATA(1.0),I,097900BJDO0000190314,"AST Odenwald, a.s.",SK,SK,GENERAL,,2EEG,811 06
datastructure,MD:LEI_DATA(1.0),I,097900BJDS0000190409,"RP Equity Investment, s. r. o.",SK,SK,GENERAL,,VSZS,010 01
datastructure,MD:LEI_DATA(1.0),I,097900BJDT0000190554,SK-EM j.s.a,SK,SK,GENERAL,,D18J,811 01
datastructure,MD:LEI_DATA(1.0),I,097900BJDT0000190651,AD s.r.o.,SK,SK,GENERAL,,VSZS,952 01
datastructure,MD:LEI_DATA(1.0),I,097900BJDT0000190748,IKONEO s. r. o.,SK,SK,GENERAL,,VSZS,974 01
datastructure,MD:LEI_DATA(1.0),I,097900BJDU0000190893,"Rímskokatolícka cirkev, Žilinská diecéza",SK,SK,GENERAL,,GY5R,01001
datastructure,MD:LEI_DATA(1.0),I,097900BJDV0000190941,"JAV - AKC, s.r.o.",SK,SK,GENERAL,,VSZS,925 84
datastructure,MD:LEI_DATA(1.0),I,097900BJDV0000191038,Obec Velčice,SK,SK,RESIDENT_GOVERNMENT_ENTITY,LOCAL_GOVERNMENT,L9WT,951 71
datastructure,MD:LEI_DATA(1.0),I,097900BJDV0000191135,ZUHA s.r.o.,SK,SK,GENERAL,,VSZS,059 52
datastructure,MD:LEI_DATA(1.0),I,097900BJDV0000191232,TWINLOGY s. r. o.,SK,SK,GENERAL,,VSZS,010 01
datastructure,MD:LEI_DATA(1.0),I,097900BJE00000195423,MERIGLOBE PROPERTY MALACHOV s. r. o.,SK,SK,GENERAL,,VSZS,811 01
datastructure,MD:LEI_DATA(1.0),I,097900BJE00000195520,Krupa Global Investments j.s.a.,SK,SK,GENERAL,,D18J,821 09
datastructure,MD:LEI_DATA(1.0),I,097900BJE40000195712,"Solvent SR, spol. s r. o.",SK,SK,GENERAL,,VSZS,951 41
datastructure,MD:LEI_DATA(1.0),I,097900BJE40000195809,Grainseed s.r.o.,SK,SK,GENERAL,,VSZS,821 09
datastructure,MD:LEI_DATA(1.0),I,097900BJE40000195906,Petrus Advisers Bratislava k. s.,SK,SK,GENERAL,,KB52,811 09
datastructure,MD:LEI_DATA(1.0),I,097900BJE40000196003,"TECHNOPOL SERVIS, a.s.",SK,SK,GENERAL,,2EEG,811 03
datastructure,MD:LEI_DATA(1.0),I,097900BJEB0000192162,Lagoudera a.s.,CZ,CZ,GENERAL,,6CQN,120 00
datastructure,MD:LEI_DATA(1.0),I,097900BJEE0000192306,"Vincentis, spol. s r. o.",SK,SK,GENERAL,,VSZS,821 07
datastructure,MD:LEI_DATA(1.0),I,097900BJEF0000192451,"ProCover, s. r. o.",SK,SK,GENERAL,,VSZS,821 06
datastructure,MD:LEI_DATA(1.0),I,097900BJEI0000192595,"ABILITY, s.r.o.",SK,SK,GENERAL,,VSZS,965 01
datastructure,MD:LEI_DATA(1.0),I,097900BJEI0000192692,"J&T ENERGY FINANCING EUR VI, a.s.",SK,SK,GENERAL,,2EEG,841 04
datastructure,MD:LEI_DATA(1.0),I,097900BJEJ0000192740,"Braytonchain Lab, s. r. o.",SK,SK,GENERAL,,VSZS,811 09
datastructure,MD:LEI_DATA(1.0),I,097900BJEJ0000192934,Eco-Green eu s.r.o.,SK,SK,GENERAL,,VSZS,060 01
datastructure,MD:LEI_DATA(1.0),I,097900BJEK0000193079,"j8n, s.r.o.",SK,SK,GENERAL,,VSZS,851 07
datastructure,MD:LEI_DATA(1.0),I,097900BJEL0000193127,AP invest europe s. r. o.,SK,SK,GENERAL,,VSZS,811 03
datastructure,MD:LEI_DATA(1.0),I,097900BJEM0000193272,"TYCHÉ, s.r.o.",SK,SK,GENERAL,,VSZS,942 01
datastructure,MD:LEI_DATA(1.0),I,097900BJEM0000193369,"zerovia, s.r.o.",CZ,CZ,GENERAL,,9HLU,760 01
datastructure,MD:LEI_DATA(1.0),I,097900BJEQ0000193464,Reality RS a.s.,SK,SK,GENERAL,,2EEG,974 01
datastructure,MD:LEI_DATA(1.0),I,097900BJEQ0000193561,Dostupné bývanie 01 s.r.o.,SK,SK,GENERAL,,VSZS,821 01
datastructure,MD:LEI_DATA(1.0),I,097900BJEQ0000193658,DOSTUPNE BYVANIE 02 S.R.O.,SK,SK,GENERAL,,VSZS,821 01
datastructure,MD:LEI_DATA(1.0),I,097900BJER0000193706,Mesto Prešov,SK,SK,RESIDENT_GOVERNMENT_ENTITY,LOCAL_GOVERNMENT,L9WT,080 01
datastructure,MD:LEI_DATA(1.0),I,097900BJER0000193803,"ABLE Solutions, j. s. a.",SK,SK,GENERAL,,D18J,821 04
datastructure,MD:LEI_DATA(1.0),I,097900BJER0000193997,KLIMA TEAM s.r.o.,SK,SK,GENERAL,,VSZS,821 01
datastructure,MD:LEI_DATA(1.0),I,097900BJEY0000195206,"FINASIST, a.s.",SK,SK,GENERAL,,2EEG,831 04
datastructure,MD:LEI_DATA(1.0),I,097900BJEY0000195303,"Premont Real, s.r.o.",SK,SK,GENERAL,,VSZS,811 05
datastructure,MD:LEI_DATA(1.0),I,097900BJF10000198279,"MICHATEK, k.s.",SK,SK,GENERAL,,KB52,071 01
datastructure,MD:LEI_DATA(1.0),I,097900BJF10000198376,iERP j. s. a.,SK,SK,GENERAL,,D18J,811 06
datastructure,MD:LEI_DATA(1.0),I,097900BJF30000198472,"ISC Issus, j.s.a.",SK,SK,GENERAL,,D18J,811 02
datastructure,MD:LEI_DATA(1.0),I,097900BJF40000198520,KAPPA Investments Partners a. s.,SK,SK,GENERAL,,2EEG,900 42
datastructure,MD:LEI_DATA(1.0),I,097900BJF40000198617,QUANT EQUITY j.s.a.,SK,SK,GENERAL,,D18J,851 10
datastructure,MD:LEI_DATA(1.0),I,097900BJF40000198714,"JMG SKI TRAVEL, s.r.o.",SK,SK,GENERAL,,VSZS,059 85
datastructure,MD:LEI_DATA(1.0),I,097900BJF40000198811,European Automotive Technology Centre j.s.a.,SK,SK,GENERAL,,D18J,851 04
datastructure,MD:LEI_DATA(1.0),I,097900BJF50000198956,AFG s.r.o.,SK,SK,GENERAL,,VSZS,039 01
datastructure,MD:LEI_DATA(1.0),I,097900BJF60000199004,"REIA, s.r.o.",SK,SK,GENERAL,,VSZS,900 01
datastructure,MD:LEI_DATA(1.0),I,097900BJF60000199295,"SOLIDITA - centrum ekonomického poradenstva, spol.s r.o.",SK,SK,GENERAL,,VSZS,82109
datastructure,MD:LEI_DATA(1.0),I,097900BJFD0000196185,Barborak s.r.o.,SK,SK,GENERAL,,VSZS,020 01
datastructure,MD:LEI_DATA(1.0),I,097900BJFG0000196232,MCM INVEST j.s.a.,SK,SK,GENERAL,,D18J,851 01
datastructure,MD:LEI_DATA(1.0),I,097900BJFG0000196329,"Retail Property Finance I, s.r.o.",SK,SK,GENERAL,,VSZS,811 09
datastructure,MD:LEI_DATA(1.0),I,097900BJFH0000196474,"DMMB, s. r. o.",SK,SK,GENERAL,,VSZS,033 01
datastructure,MD:LEI_DATA(1.0),I,097900BJFJ0000196570,"ColosseoEAS, a.s.",SK,SK,GENERAL,,2EEG,851 01
datastructure,MD:LEI_DATA(1.0),I,097900BJFJ0000196667,Blue Boson Tech SE,SK,SK,GENERAL,,BUMI,811 08
datastructure,MD:LEI_DATA(1.0),I,097900BJFP0000196761,"Venture to Future Fund, a.s.",SK,SK,FUND,,2EEG,811 09
datastructure,MD:LEI_DATA(1.0),I,097900BJFP0000196858,"PARTNERS INVESTMENTS, o.c.p., a.s.",SK,SK,GENERAL,,2EEG,85101
datastructure,MD:LEI_DATA(1.0),I,097900BJFQ0000196906,sli.do s. r. o.,SK,SK,GENERAL,,VSZS,831 04
datastructure,MD:LEI_DATA(1.0),I,097900BJFQ0000197003,Roľnícke podielnické družstvo Závada,SK,SK,GENERAL,,I7AS,955 01
datastructure,MD:LEI_DATA(1.0),I,097900BJFR0000197148,Stavebná firma KOMPLETING spol. s r.o.,SK,SK,GENERAL,,VSZS,821 06
datastructure,MD:LEI_DATA(1.0),I,097900BJFT0000197244,BCG Trading,CZ,CZ,GENERAL,,9HLU,690 02
datastructure,MD:LEI_DATA(1.0),I,097900BJFU0000197389,GOODWAY spol. s r.o.,SK,SK,GENERAL,,VSZS,831 04
datastructure,MD:LEI_DATA(1.0),I,097900BJFV0000197437,"BK-Konzult Slovakia, s.r.o.",SK,SK,GENERAL,,VSZS,931 01
datastructure,MD:LEI_DATA(1.0),I,097900BJFW0000197582,"Synergy Investment, s. r. o.",SK,SK,GENERAL,,VSZS,072 13
datastructure,MD:LEI_DATA(1.0),I,097900BJFW0000197679,INOTESKA s.r.o.,SK,SK,GENERAL,,VSZS,033 01
datastructure,MD:LEI_DATA(1.0),I,097900BJFX0000197824,VALČÍKOVA REZIDENCE a.s.,CZ,CZ,GENERAL,,6CQN,182 00
datastructure,MD:LEI_DATA(1.0),I,097900BJFX0000197921,DEETY j. s. a.,SK,SK,GENERAL,,D18J,831 01
datastructure,MD:LEI_DATA(1.0),I,097900BJFY0000198066,SEC spol. s r. o.,SK,SK,GENERAL,,VSZS,949 01
datastructure,MD:LEI_DATA(1.0),I,097900BJG00000203270,"D-Unite 45, s.r.o.",SK,SK,GENERAL,,VSZS,920 01
datastructure,MD:LEI_DATA(1.0),I,097900BJG00000203367,A.I.I. Slovensko s. r. o.,SK,SK,GENERAL,,VSZS,851 04
datastructure,MD:LEI_DATA(1.0),I,097900BJG10000203415,"JK Koučing, s. r. o.",SK,SK,GENERAL,,VSZS,841 03
datastructure,MD:LEI_DATA(1.0),I,097900BJG10000203512,"Fraktal Trading, s. r. o.",SK,SK,GENERAL,,VSZS,013 19
datastructure,MD:LEI_DATA(1.0),I,097900BJG30000203608,WSB Invest j. s. a.,SK,SK,GENERAL,,D18J,851 01
datastructure,MD:LEI_DATA(1.0),I,097900BJGD0000199336,UXtweak j. s. a.,SK,SK,GENERAL,,D18J,842 16
datastructure,MD:LEI_DATA(1.0),I,097900BJGD0000199433,LUXE a.s.,SK,SK,GENERAL,,2EEG,831 01
datastructure,MD:LEI_DATA(1.0),I,097900BJGE0000199578,"Artactive, j. s. a.",SK,SK,GENERAL,,D18J,811 02
datastructure,MD:LEI_DATA(1.0),I,097900BJGE0000199675,"BENCONT COLLECTION, a. s.",SK,SK,GENERAL,,2EEG,831 04
datastructure,MD:LEI_DATA(1.0),I,097900BJGE0000199772,"UNIVERSUM-REAL, s.r.o.",SK,SK,GENERAL,,VSZS,974 01
datastructure,MD:LEI_DATA(1.0),I,097900BJGF0000199820,TOMECOLLECTION SK s.r.o.,SK,SK,GENERAL,,VSZS,951 12
datastructure,MD:LEI_DATA(1.0),I,097900BJGG0000200062,T & G s. r. o.,SK,SK,GENERAL,,VSZS,831 01
datastructure,MD:LEI_DATA(1.0),I,097900BJGG0000200256,CREASTRIPE j. s. a.,SK,SK,GENERAL,,D18J,831 01
datastructure,MD:LEI_DATA(1.0),I,097900BJGK0000200351,"JURI-TRANS PLUS, s. r. o.",SK,SK,GENERAL,,VSZS,017 01
datastructure,MD:LEI_DATA(1.0),I,097900BJGK0000200448,"Real Quantum Fund, s.r.o.",SK,SK,GENERAL,,VSZS,953 01
datastructure,MD:LEI_DATA(1.0),I,097900BJGL0000200593,"Delta Leas, s. r. o.",SK,SK,GENERAL,,VSZS,811 06
datastructure,MD:LEI_DATA(1.0),I,097900BJGM0000200641,Elmolis j.s.a.,SK,SK,GENERAL,,D18J,974 11
datastructure,MD:LEI_DATA(1.0),I,097900BJGM0000200738,"Zinc Euro,a.s.",SK,SK,GENERAL,,2EEG,058 01
datastructure,MD:LEI_DATA(1.0),I,097900BJGM0000200835,Odborové združenie Geológ OZ PBGN SR,SK,SK,GENERAL,,RF3D,052 01
datastructure,MD:LEI_DATA(1.0),I,097900BJGM0000200932,"ERFIN, s.r.o.",SK,SK,GENERAL,,VSZS,821 08
datastructure,MD:LEI_DATA(1.0),I,097900BJGM0000201029,"DataSundowner, s.r.o.",SK,SK,GENERAL,,VSZS,010 01
datastructure,MD:LEI_DATA(1.0),I,097900BJGM0000201126,"Railtrans Wagon, s.r.o.",SK,SK,GENERAL,,VSZS,831 03
datastructure,MD:LEI_DATA(1.0),I,097900BJGN0000201271,BizPartner a.s.,SK,SK,GENERAL,,2EEG,058 01
datastructure,MD:LEI_DATA(1.0),I,097900BJGO0000201319,New Prospect s.r.o.,SK,SK,GENERAL,,VSZS,831 06
datastructure,MD:LEI_DATA(1.0),I,097900BJGO0000201416,"J&T ENERGY FINANCING EUR VII, a.s.",SK,SK,GENERAL,,2EEG,841 04
datastructure,MD:LEI_DATA(1.0),I,097900BJGO0000201513,Aquila Real Asset Finance III a. s. v likvidácii,SK,SK,GENERAL,,2EEG,841 04
datastructure,MD:LEI_DATA(1.0),I,097900BJGS0000201608,"BAULI SLOVAKIA & CZECH REPUBLIC s.r.o., skratka obchodného mena: BAULI SK CZ s.r.o.",SK,SK,GENERAL,,VSZS,821 05
datastructure,MD:LEI_DATA(1.0),I,097900BJGS0000201705,CB SPECTER j. s. a.,SK,SK,GENERAL,,D18J,811 03
datastructure,MD:LEI_DATA(1.0),I,097900BJGS0000201802,CB CVIKER j. s. a.,SK,SK,GENERAL,,D18J,811 03
datastructure,MD:LEI_DATA(1.0),I,097900BJGS0000201996,CB ISA j. s. a.,SK,SK,GENERAL,,D18J,811 03
datastructure,MD:LEI_DATA(1.0),I,097900BJGS0000202093,Propatris s. r. o.,SK,SK,GENERAL,,VSZS,902 01
datastructure,MD:LEI_DATA(1.0),I,097900BJGT0000202141,"Systém inžinierskych služieb, spol. s r.o.",SK,SK,GENERAL,,VSZS,811 05
datastructure,MD:LEI_DATA(1.0),I,097900BJGT0000202238,"AKCIOVÉ PORTFÓLIO, otvorený podielový fond Eurizon Asset Management Slovakia, správ. spol., a.s.",SK,SK,FUND,,7EG2,820 04
datastructure,MD:LEI_DATA(1.0),I,097900BJGU0000202383,"KISKA TRAVEL, s.r.o.",SK,SK,GENERAL,,VSZS,058 01
datastructure,MD:LEI_DATA(1.0),I,097900BJGU0000202480,HB REAVIS Finance SK VI s.r.o.,SK,SK,GENERAL,,VSZS,821 09
datastructure,MD:LEI_DATA(1.0),I,097900BJGV0000202528,OCTOPUS INVEST s.r.o.,SK,SK,GENERAL,,VSZS,811 01
datastructure,MD:LEI_DATA(1.0),I,097900BJGV0000202625,IMAGINE j.s.a.,SK,SK,GENERAL,,D18J,851 02
datastructure,MD:LEI_DATA(1.0),I,097900BJGY0000202866,RAAR s. r. o.,SK,SK,GENERAL,,VSZS,902 01
datastructure,MD:LEI_DATA(1.0),I,097900BJGZ0000203011,"MASTERVITA PARTNERS, a.s.",SK,SK,GENERAL,,2EEG,811 01
datastructure,MD:LEI_DATA(1.0),I,097900BJH00000206078,"STONEBRIDGE CAPITAL INVESTMENT FUND, investičný fond s premenlivým základným imaním",SK,SK,FUND,,2EEG,811 02
datastructure,MD:LEI_DATA(1.0),I,097900BJH40000206173,"PODPORA, družstvo pre technický a sociálny rozvoj",SK,SK,GENERAL,,I7AS,830 00
datastructure,MD:LEI_DATA(1.0),I,097900BJH50000206221,OBS Slovakia s.r.o.,SK,SK,GENERAL,,VSZS,071 01
datastructure,MD:LEI_DATA(1.0),I,097900BJHB0000203846,"Eurovea byty, s. r. o.",SK,SK,GENERAL,,VSZS,811 02
datastructure,MD:LEI_DATA(1.0),I,097900BJHB0000203943,"FORCE CODE, s. r. o.",SK,SK,GENERAL,,VSZS,972 02
datastructure,MD:LEI_DATA(1.0),I,097900BJHC0000204088,"Herbafarma, s.r.o.",SK,SK,GENERAL,,VSZS,072 01
datastructure,MD:LEI_DATA(1.0),I,097900BJHC0000204185,"Eterus Capital, a. s.",SK,SK,GENERAL,,2EEG,811 01
datastructure,MD:LEI_DATA(1.0),I,097900BJHD0000204233,"SEET GROUP, a. s.",SK,SK,GENERAL,,2EEG,811 04
datastructure,MD:LEI_DATA(1.0),I,097900BJHD0000204330,"MUDr. Janka Palúchová, s.r.o.",SK,SK,GENERAL,,VSZS,010 01
